$MOTION,192.00,0.97,-0.01,-0.02,-2.95,0.34,5.36,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.19,0.35,5.94,0.23,-0.17,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-2.98,0.39,7.35,0.23,-0.16,-0.16
$MOTION,238.00,0.97,-0.01,-0.02,-3.13,0.24,5.82,0.23,-0.16,-0.16
$MOTION,193.00,0.97,-0.01,-0.03,-3.27,0.37,5.93,0.24,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.27,0.37,5.47,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.21,0.38,5.32,0.23,-0.16,-0.16
$MOTION,206.00,0.95,-0.01,-0.02,-3.19,0.36,5.40,0.23,-0.17,-0.16
$GPRMC,020215.000,A,1513.1491,N,14543.0175,E,0.03,307.44,020217,,,A*64
$MOTION,208.00,0.96,-0.01,-0.02,-3.29,0.34,7.53,0.23,-0.16,-0.17
$MOTION,192.00,0.96,-0.01,-0.02,-3.25,0.27,5.63,0.24,-0.16,-0.17
$MOTION,192.00,0.97,-0.01,-0.03,-3.17,0.42,5.87,0.23,-0.16,-0.16
$MOTION,216.00,0.97,-0.01,-0.02,-3.07,0.50,5.44,0.23,-0.16,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.39,0.30,5.37,0.24,-0.17,-0.17
$MOTION,230.00,0.97,-0.01,-0.02,-3.00,0.36,4.99,0.23,-0.16,-0.17
$MOTION,192.00,0.97,-0.01,-0.02,-3.03,0.07,5.41,0.24,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.18,0.28,6.09,0.23,-0.16,-0.17
$MOTION,192.00,0.97,-0.01,-0.02,-3.56,0.43,5.17,0.23,-0.17,-0.16
$MOTION,206.00,0.98,-0.01,-0.02,-3.07,0.49,5.53,0.23,-0.17,-0.16
$GPRMC,020218.000,A,1513.1491,N,14543.0175,E,0.03,307.44,020217,,,A*69
$MOTION,1186.00,0.96,-0.01,-0.02,-3.27,0.22,5.62,0.24,-0.16,-0.17
$MOTION,192.00,0.97,-0.01,-0.02,-3.33,0.42,5.79,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-2.99,0.23,5.49,0.23,-0.16,-0.16
$MOTION,198.00,0.96,-0.01,-0.02,-3.16,0.38,5.38,0.23,-0.17,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-2.91,0.31,5.13,0.23,-0.16,-0.16
$MOTION,229.00,0.97,-0.01,-0.03,-2.85,0.42,5.32,0.23,-0.16,-0.16
$MOTION,193.00,0.96,-0.01,-0.02,-3.01,0.44,5.11,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.22,0.49,5.49,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.19,0.34,5.16,0.23,-0.16,-0.16
$MOTION,208.00,0.96,-0.01,-0.02,-3.00,0.47,5.58,0.23,-0.16,-0.16
$MOTION,206.00,0.97,-0.01,-0.02,-3.22,0.28,5.70,0.23,-0.16,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-2.96,0.25,5.38,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.22,0.25,5.56,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.03,-3.09,0.43,5.42,0.24,-0.17,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.10,0.37,5.91,0.24,-0.16,-0.16
$MOTION,207.00,,,,$GPRMC,020222.000,A,1513.1491,N,14543.0175,E,0.01,307.44,020217,,,A*62
$MOTION,209.00,0.97,-0.01,-0.02,-3.14,0.30,5.34,0.23,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-2.94,0.26,5.08,0.23,-0.16,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-2.81,0.47,4.90,0.24,-0.16,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-3.25,0.40,5.55,0.23,-0.16,-0.15
$MOTION,207.00,0.97,-0.01,-0.02,-3.53,0.35,5.50,0.23,-0.16,-0.15
$MOTION,208.00,0.96,-0.01,-0.02,-3.22,0.26,5.77,0.23,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.24,0.52,5.76,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-2.98,0.09,5.21,0.23,-0.17,-0.16
$MOTION,195.00,0.98,-0.01,-0.02,-3.52,0.46,6.30,0.23,-0.16,-0.16
$MOTION,206.00,0.95,-0.01,-0.02,-3.10,0.32,5.39,0.24,-0.16,-0.16
$GPRMC,020224.000,A,1513.1491,N,14543.0175,E,0.02,307.44,020217,,,A*67
$MOTION,207.00,0.95,-0.00,-0.02,-3.11,0.37,5.60,0.23,-0.16,-0.15
$MOTION,198.00,0.96,-0.01,-0.02,-3.28,0.44,5.43,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.10,0.13,5.42,0.23,-0.16,-0.15
$MOTION,207.00,0.97,-0.01,-0.03,-3.09,0.09,5.75,0.23,-0.16,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-3.41,0.25,5.86,0.22,-0.17,-0.16
$MOTION,218.00,0.97,-0.01,-0.02,-3.28,0.31,5.44,0.23,-0.16,-0.16
$MOTION,193.00,0.97,-0.01,-0.02,-3.13,0.22,5.63,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.46,0.31,6.15,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.01,0.25,5.70,0.23,-0.16,-0.15
$MOTION,206.00,0.98,-0.01,-0.02,-3.10,0.22,5.41,0.23,-0.16,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-3.17,0.36,5.38,0.23,-0.16,-0.16
$MOTION,194.00,0.97,-0.01,-0.03,-3.09,0.44,5.29,0.23,-0.17,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-3.25,0.28,5.41,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.14,0.35,7.32,0.23,-0.17,-0.16
$MOTION,206.00,0.96,-0.01,-0.02,-3.38,0.30,5.21,0.23,-0.16,-0.16
$GPRMC,020227.000,A,1513.1492,N,14543.0175,E,0.02,307.44,020217,,,A*67
$MOTION,206.00,0.96,-0.01,-0.02,-3.14,0.67,5.96,0.23,-0.16,-0.17
$MOTION,192.00,0.96,-0.01,-0.02,-2.92,0.22,5.45,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.03,-3.41,0.32,5.61,0.23,-0.16,-0.16
$MOTION,201.00,0.97,-0.01,-0.02,-3.20,0.33,3.84,0.23,-0.16,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-3.28,0.37,5.34,0.23,-0.16,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-3.32,0.44,5.42,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.04,0.28,5.57,0.23,-0.16,-0.16
$MOTION,192.00,0.95,-0.01,-0.02,-3.27,0.40,5.55,0.23,-0.16,-0.16
$MOTION,202.00,0.96,-0.01,-0.02,-3.16,0.45,4.88,0.23,-0.16,-0.16
$MOTION,206.00,0.94,-0.02,-0.03,-2.83,-0.11,3.69,0.23,-0.16,-0.16
$GPRMC,020229.000,A,1513.1492,N,14543.0175,E0.05,307.44,020217,,,A*6E
$MOTION,216.00,0.96,-0.01,-0.03,-3.37,0.55,5.05,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.00,-0.00,-3.40,0.65,5.11,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.02,-0.02,-2.93,0.31,5.35,0.23,-0.17,-0.16
$MOTION,192.00,0.98,-0.01,-0.02,-3.51,0.10,3.98,0.23,-0.17,-0.16
$MOTION,208.00,0.97,-0.01,-0.02,-3.13,1.91,5.63,0.23,-0.17,-0.15
$MOTION,206.00,0.97,-0.01,-0.02,-3.07,0.49,5.31,0.22,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.22,0.43,6.00,0.23,-0.16,-0.16
$MOTION,194.00,0.96,-0.01,-0.02,-3.12,0.10,5.67,0.23,-0.17,-0.16
$MOTION,195.00,0.97,-0.01,-0.02,-2.95,0.34,5.37,0.24,-0.16,-0.16
$MOTION,206.00,0.96,-0.01,-0.02,-3.25,0.43,5.23,0.23,-0.16,-0.16
$GPRMC,020231.000,A,1513.1492,N,14543.0175,E,0.02,307.44,020217,,,A*60
$MOTION,207.00,0.97,-0.01,-0.02,-3.35,0.28,5.41,0.23,-0.16,-0.16
$MOTION,197.00,0.96,-0.01,-0.02,-3.21,0.36,5.80,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.19,0.22,5.38,0.23,-0.16,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.22,0.22,6.02,0.23,-0.17,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.24,0.31,4.97,0.23,-0.16,-0.15
$MOTION,211.00,0.96,-0.01,-0.02,-2.99,0.43,5.21,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-2.89,0.32,5.17,0.23,-0.16,-0.16
$MOTION,193.00,0.96,-0.01,-0.03,-3.42,0.31,6.23,0.23,-0.16,-0.16
$MOTION,193.00,0.97,-0.01,-0.02,-3.35,0.38,7.37,0.22,-0.16,-0.16
$MOTION,206.00,0.97,-0.01,-0.02,-3.09,0.46,5.67,0.22,-0.16,-0.15
$GPRMC,020233.000,A,1513.1492,N,14543.0175,E,0.02,307.44,020217,,,A*62
$MOTION,207.00,0.96,-0.01,-0.03,-2.92,0.31,5.07,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.40,0.27,5.97,0.23,-0.16,-0.15
$MOTION,193.00,0.96,-0.01,-0.02,-3.32,0.37,5.70,0.23,-0.16,-0.16
$MOTION,215.00,0.97,-0.01,-0.02,-3.16,0.53,5.98,0.23,-0.16,-0.16
$MOTION,207.00,0.95,-0.01,-0.02,-3.33,0.28,3.93,0.23,-0.16,-0.17
$MOTION,208.00,0.96,-0.01,-0.02,-3.07,0.54,7.45,0.23,-0.17,-0.16
$MOTION,193.00,0.96,-0.01,-0.02,-3.39,0.30,6.06,0.23,-0.16,-0.16
$MOTION,192.00,0.95,-0.01,-0.02,-3.30,0.34,6.50,0.23,-0.16,-0.16
$MOTION,193.00,0.96,-0.01,-0.02,-3.08,0.29,7.25,0.23,-0.16,-0.17
$MOTION,207.00,0.97,-0.01,-0.02,-3.22,0.48,5.14,0.23,-0.16,-0.17
$GPRMC,020235.000,A,1513.1492,N,14543.0175,E,0.02,307.44,020217,,,A*64
$MOTION,211.00,0.96,-0.01,-0.02,-2.95,0.28,3.83,0.23,-0.16,-0.17
$MOTION,192.00,0.96,-0.01,-0.02,-3.12,0.33,5.64,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.03,-3.12,0.42,5.84,0.23,-0.17,-0.16
$MOTION,207.00,0.96,-0.01,-0.03,-3.07,0.12,7.31,0.23,-0.16,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-3.27,0.26,5.28,0.23,-0.16,-0.16
$MOTION,211.00,0.97,-0.01,-0.02,-2.81,0.52,5.15,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.03,-3.38,0.22,7.23,0.23,-0.16,-0.16
$MOTION,193.00,0.96,-0.01,-0.02,-3.15,0.26,5.29,0.24,-0.16,-0.16
$MOTION,193.00,0.97,-0.01,-0.02,-3.42,0.48,5.93,0.23,-0.16,-0.16
$MOTION,206.00,0.97,-0.01,-0.02,-3.16,0.31,5.38,0.23,-0.16,-0.15
$GPRMC,020237.000,A,1513.1492,N,14543.0175,E,0.01,307.44,020217,,,A*65
$MOTION,208.00,0.96,-0.01,-0.02,-3.10,0.37,5.29,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.25,0.37,5.64,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.20,0.52,5.53,0.24,-0.16,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-3.08,0.32,5.46,0.23,-0.16,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.22,0.28,5.83,0.23,-0.16,-0.17
$MOTION,238.00,0.97,-0.01,-0.02,-2.97,0.36,5.33,0.23,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-2.98,0.35,5.30,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.42,0.34,7.64,0.23,-0.16,-0.16
$MOTION,205.00,0.96,-0.01,-0.02,-3.41,0.32,7.53,0.23,-0.16,-0.17
$MOTION,206.00,0.97,-0.01,-0.02,-3.28,0.42,5.51,0.23,-0.16,-0.16
$GPRMC,020240.000,A,1513.1492,N,14543.0175,E0.01,307.44,020217,,,A*65
$MOTION,1190.00,0.97,-0.01,-0.02,-2.92,0.54,5.46,0.23,-0.16,-0.16
$MOTION,193.00,0.96,-0.01,-0.02,-3.24,0.25,5.67,0.23,-0.16,-0.17
$MOTION,192.00,0.97,-0.01,-0.02,-3.33,0.12,5.58,0.23,-0.16,-0.17
$MOTION,192.00,0.97,-0.01,-0.02,-3.24,0.37,5.35,0.23,-0.17,-0.17
$MOTION,207.00,0.97,-0.01,-0.02,-3.30,0.46,5.73,0.23,-0.16,-0.16
$MOTION,206.00,0.97,-0.01,-0.02,-3.06,0.53,5.58,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.19,0.46,5.80,0.23,-0.16,-0.16
$MOTION,194.00,0.97,-0.01,-0.02,-3.30,0.46,5.78,0.23,-0.16,-0.16
$MOTION,194.00,0.97,-0.01,-0.02,-3.24,0.37,5.23,0.23,-0.17,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-2.89,0.29,5.20,0.23,-0.16,-0.16
$GPRMC,020242.000,A,1513.1492,N,14543.0175,E,0.02,307.44,020217,,,A*64
$MOTION,207.00,0.95,-0.01,-0.02,-3.23,0.58,5.94,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.26,0.22,5.47,0.23,-0.16,-0.16
$MOTION,193.00,0.97,-0.01,-0.02,-3.21,0.38,5.55,0.23,-0.16,-0.16
$MOTION,192.00,0.95,-0.01,-0.02,-3.10,0.37,5.42,0.23,-0.16,-0.16
$MOTION,206.00,0.97,-0.01,-0.02,-3.11,0.33,5.32,0.23,-0.16,-0.16
$MOTION,220.00,0.97,-0.01,-0.02,-3.20,0.23,5.85,0.23,-0.16,-0.16
$MOTION,192.00,0.96,-0.01,-0.02,-3.10,0.46,5.54,0.24,-0.16,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-3.08,0.34,5.15,0.23,-0.16,-0.16
$MOTION,200.00,0.97,-0.01,-0.02,-3.39,0.27,3.89,0.23,-0.17,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.09,0.49,5.64,0.23,-0.16,-0.16
$GPRMC,020244.000,A,1513.1492,N,14543.0175,E,0.01,307.44,020217,,,A*61
$MOTION,229.00,0.97,-0.01,-0.02,-3.22,0.32,5.41,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-2.83,0.42,4.73,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.26,0.32,5.70,0.24,-0.16,-0.17
$MOTION,202.00,0.97,-0.01,-0.02,-3.06,0.38,5.06,0.24,-0.16,-0.16
$MOTION,207.00,0.97,-0.01,-0.02,-3.22,0.31,5.71,0.23,-0.16,-0.16
$MOTION,207.00,0.98,-0.01,-0.02,-3.19,0.29,5.48,0.23,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.27,0.49,5.99,0.24,-0.16,-0.16
$MOTION,193.00,0.97,-0.01,-0.02,-3.03,0.43,5.72,0.24,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.05,0.34,7.49,0.23,-0.17,-0.15
$MOTION,207.00,0.96,-0.01,-0.02,-3.14,0.26,5.70,0.23,-0.16,-0.16
$GPRMC,020246.000,A,1513.1492,N,14543.0175,E,0.01,307.44,020217,,,A*63
$MOTION,210.00,0.96,-0.01,-0.02,-3.10,0.39,5.23,0.23,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.12,0.43,5.63,0.23,-0.16,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.11,0.25,5.85,0.23,-0.16,-0.15
$MOTION,192.00,0.97,-0.01,-0.02,-2.77,0.37,5.39,0.23,-0.17,-0.16
$MOTION,207.00,0.96,-0.01,-0.02,-3.05,0.43,3.87,0.23,-0.16,-0.16
$MOTION,206.00,0.97,-0.01,-0.02,-3.28,0.28,3.95,0.23,-0.17,-0.16
$MOTION,192.00,0.97,-0.01,-0.02,-3.22,0.35,5.85,0.24,-0.16,-0.16
$MOTION,194.00,0.97,-0.01,-0.02,-3.05,0.49,5.48,0.24,-0.16,-0.16
